SKU,Title,ShortDescription,LongDescription,Price,Stock,Category_ID,Brand,Weight,Height,Width,Length,Condition,Warranty,Photos,Attributes
6-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A20 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
6-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A20 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
7-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A04 E - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
7-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A04 E - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
7-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A04 E - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
8-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A04 E - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
8-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A04 E - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
8-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A04 E - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
9-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A03 Core - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
9-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A03 Core - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
9-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A03 Core - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
10-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Samsung A03 Core - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
10-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Samsung A03 Core - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
10-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Samsung A03 Core - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
11-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Moto G73 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
11-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Moto G73 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
11-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Moto G73 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
12-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Moto G10 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
12-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Moto G10 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
12-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Moto G10 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
13-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Capa Moto E13 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
13-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Capa Moto E13 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
13-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Capa Moto E13 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
14-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
14-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
14-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
15-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
15-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
15-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Xiaomi Poco X5 Plus - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
16-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Xiaomi Poco X5 5G - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
16-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Xiaomi Poco X5 5G - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
16-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Xiaomi Poco X5 5G - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
17-COMBO,Combo Pequeno - 5 Capas Kit 5 capas Xiaomi Redmi Note 11 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 5 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 5 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",30,100,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
17-COMBO-2,Combo Médio - 50 Capas Kit 5 capas Xiaomi Redmi Note 11 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 50 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 50 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",210,10,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
17-COMBO-3,Combo Grande - 500 Capas Kit 5 capas Xiaomi Redmi Note 11 - AG-GLASS (Silicone + Vidro Cerâmico) - Cores sortidas,"Venda mínima de 500 unidades. Capas novas, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio.","Venda mínima de 500 unidades. Capas novas, em embalagem original, modelos e cores sortidos. Produto doado - toda a receita apoia o Projeto Traditio. Ideal para revenda em lojas, feiras e online. Estoque disponível: 500 unidades.",1500,1,Accesorios > Fundas y Carcasas,Tecnomobile,,,,,new,,https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_2.png|https://tecnomobile.eu.org/wp-content/uploads/2025/08/samsung_a10s_individual_1.jpg.jpeg,"{""cor"":""sortida"",""tipo"":""silicone + vidro""}"
